skz,name,street,zip,city,phone,email,website,principal,school_type
4125,Neue Mittelschule Wien,Brüsslgasse 18,1160,Wien,01/4924322,,www.bruesslgasse.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4209,Neue Mittelschule Wien,Aderklaaer Straße 2,1210,Wien,01/2582562,,www.schule-aderklaa.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4225,Volksschule Wien,Eslarngasse 23,1030,Wien,01/7134469,,www.dievolksschule.at,,"Volksschule, Grundbildung"
4226,Volksschule Wien,Hauptstraße 70,1140,Wien,01/9792659,,www.ovs-hadersdorf.at,,"Volksschule, Grundbildung"
4248,Neue Mittelschule Wien,In der Krim 6,1190,Wien,01/3685641,,www.schulen.wien.at/schulen/919012,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4252,Neue Mittelschule Wien,Feuerbachstraße 1,1020,Wien,01/7266377,,www.feuerbach.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4310,Neue Sportmittelschule Wien,Wittelsbachstraße 6,1020,Wien,01/7281060,,www.sms2.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4329,Volksschule Wien,Wagramer Straße 27,1220,Wien,01/2637424,,www.gtvs-altedonau.at,,"Volksschule, Grundbildung"
4333,Fachschule der Stadt Wien für wirtschaftliche Berufe Wien,Dörfelstraße 1,1120,Wien,01/59916-95035,,www.fs12.at,,"WMS und WHS, Sekundarbildung Oberstufe"
4356,Heilstättenschule Wien,Pezzlgasse 29,1170,Wien,01/405 72 77,,www.heilstaettenschule.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4363,"Berufsschule für Spengler, Karosseriebau- und Metalltechnik Wien",Scheydgasse 40,1210,Wien,01/59916-95705,,www.siegfried-marcus-berufsschule.at,,"Berufsschule, Sekundarbildung Oberstufe"
4386,Allgemeine Sonderschule Wien,Holzhausergasse 5-7,1020,Wien,01/2165124,,www.holzhausergasse.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4622,"Berufsschule für Sanitär-, Heizungs- und Klimatechnik Wien",Mollardgasse 87,1060,Wien,01/59916-95670,,www.sht-wien.com,,"Berufsschule, Sekundarbildung Oberstufe"
4698,Neue Mittelschule Wien,Jochbergengasse 1,1210,Wien,01/2923575,,www.jochbergen.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4733,"Bundesrealgymnasium und Bundesoberstufenrealgymnasium (Vereinsgasse 21-23, 1020 Wien) Wien",dzt. per Adresse: Schellinggasse 13,1010,Wien,01/2140185,,members.aon.at/brg2,,AHS
4765,Berufsschule für Kraftfahrzeugtechnik Wien,Scheydgasse 40,1210,Wien,01/59916-95735,,www.siegfried-marcus-berufsschule.at,,"Berufsschule, Sekundarbildung Oberstufe"
4779,"Höhere technische Bundeslehranstalt, Bundeshandelsakademie und Bundeshandelsschule Wien",Ungargasse 69,1030,Wien,01/7131518,,www.szu.at,,"Kaufmännische Schule, TMS und THS, Sekundarbildung Oberstufe"
4940,Volksschule Wien,Ortnergasse 4,1150,Wien,01/8936403-111,,ortnergasse.webonaut.com,,"Volksschule, Grundbildung"
4976,Bundesrealgymnasium Wien,Schopenhauerstraße 49,1180,Wien,01/4055381,,www.rg18.ac.at,,AHS
5028,Volksschule Wien,am Schöpfwerk 27,1120,Wien,01/6676273,,www.schulen.wien.at/schulen/912101,,"Volksschule, Grundbildung"
5059,2e Polytechnische Schule der Evangelischen Schulgemeinde A.B. Wien Wien,Karlsplatz 14,1040,Wien,01/5059634,,www.kp14.at,,"Polytechnische Schule, Sekundarbildung Oberstufe"
5110,Berufsschule für Einzelhandel und EDV-Kaufleute Wien,Kempelengasse 20,1100,Wien,01/59916-95145,,www.EH4.com,,"Berufsschule, Sekundarbildung Oberstufe"
5139,Sonderschule für Schwerstbehinderte Kinder Wien,Herchenhahngasse 6,1210,Wien,01/2598341,,www.schulen.wien.at/schulen/921053,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5177,Volksschule Wien,Johann-Hoffmann-Platz 20,1120,Wien,01/8158178,,www.schulen.wien.at/schulen/912041,,"Volksschule, Grundbildung"
5178,Bundesrealgymnasium Wien,Draschestraße 90-92,1230,Wien,01/6174266,,www.grg23vbs.ac.at,,AHS
5191,Volksschule Wien,Goldschlagstraße 14-16,1150,Wien,01/9824609,,members.xoom.com/zechnerscool,,"Volksschule, Grundbildung"
5322,Neue Mittelschule Wien,Kinzerplatz 9,1210,Wien,01/2701180,,www.kinzerplatz.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5337,Volksschule Wien,Asperner Heldenplatz 3,1224,Wien,01/2821499,,aspern.cool.am,,"Volksschule, Grundbildung"
5349,Neue Mittelschule Wien,Hainburger Straße 40,1030,Wien,01/7145750,,www.nms3.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5360,Volksschule Wien,Draschestraße 96,1230,Wien,01/6155639,,www.drasche96.at,,"Volksschule, Grundbildung"
5361,Volksschule Wien,Wulzendorfstraße 1,1220,Wien,01/2826313,,wulzendorf.schule.wien.at,,"Volksschule, Grundbildung"
5432,Evangelische Volksschule am Karlsplatz der Evangelischen Schulgemeinde Wien Wien,Karlsplatz 14,1040,Wien,01/5052753,,www.evangelische-vs.at,,"Volksschule, Grundbildung"
5443,Neue Mittelschule Wien,Renngasse 20,1010,Wien,01/5330045,,www.schulen.wien.at/schulen/901012,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5455,2e Neue Mittelschule (Albertus Magnus Schule) der Vereinigung von Ordensschulen Österreichs Wien,Semperstraße 45,1180,Wien,01/4791912,,www.ams-wien.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5465,Bundesgymnasium und Bundesrealgymnasium Wien,Bernoullistraße 3,1220,Wien,01/2032355,,www.bernoulligymnasium.at,,AHS
5504,Neue Mittelschule Wien,Hasenleitengasse 7,1110,Wien,01/7675173,,www.hasenleiten.org,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5527,Volksschule Wien,Herzmanovsky-Orlando-Gasse 11,1210,Wien,01/2591777,,herzmanovsky-orlando.schule.wien.at,,"Volksschule, Grundbildung"
5545,Volksschule Wien,Carl-Prohaska Platz 1,1100,Wien,01/6150279,,www.vs-prohaska.org,,"Volksschule, Grundbildung"
5552,Neue Mittelschule Wien,Max Winter Platz 2,1020,Wien,01/7294877,,max-winter-platz.schule.wien.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5566,Sonderpädagogisches Zentrum Rudolf Ekstein - Zentrum Wien,Jägerstraße 11-13/Traunfelsgasse 9,1200,Wien,01/334 6734,,rez.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5619,Allgemeine Sonderschule Sonderpädagogisches Zentrum Wien,Hernalser Hauptstraße 220-222,1170,Wien,01/4849305,,integrativeschulehernals.schule.wien.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5628,Volksschule Wien,Kirchenplatz 2-3,1230,Wien,01/8694133,,gtvs23atzgersdorf.schule.wien.at,,"Volksschule, Grundbildung"
5630,Sonderschule für Schwerstbehinderte Kinder Wien,Kienmayergasse 41,1140,Wien,01/9826272,,kienmayergasse.schule.wien.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5698,Volksschule Wien,Münnichplatz 6,1110,Wien,01/762354,,muennichplatz.schule.wien.at,,"Volksschule, Grundbildung"
5742,Volksschule Wien,Rudolf Friemel-Gasse 3,1100,Wien,01/,,campusmontelaa.schule.wien.at,,"Volksschule, Grundbildung"
5840,Volksschule Wien,Felbigergasse 97,1140,Wien,01/9148584,,vs-felbigergasse.schule.wien.at,,"Volksschule, Grundbildung"
5871,Volksschule Wien,Brüsslgasse 18,1160,Wien,01/4921049,,www.msbruesslgasse.at,,"Volksschule, Grundbildung"
5873,Volksschule Wien,Klettenhofergasse 3,1180,Wien,01/4064480,,vs-am-baumannpark.schule.wien.at,,"Volksschule, Grundbildung"
5883,Sonderschule für Körperbehinderte Kinder Wien,Hernalser Hauptstraße 222,1170,Wien,01/4052343,,integrativeschulehernals.schule.wien.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5885,"Berufsschule für Frisur, Maske und Perücke Wien",Kreitnergasse 32,1160,Wien,01/59916-95941,,www.bs-frisurmaske.at,,"Berufsschule, Sekundarbildung Oberstufe"
5912,Berufsschule für Gastgewerbe Wien,Längenfeldgasse 13-15,1120,Wien,01/59916-95351,,www.bsgg.at,,"Berufsschule, Sekundarbildung Oberstufe"
5945,Volksschule Wien,Galileigasse 5,1090,Wien,01/3177435,,galileigasse.schule.wien.at,,"Volksschule, Grundbildung"
5965,Volksschule Wien,Tomaschekstraße 44,1210,Wien,01/2711574,,tomaschek.schule.wien.at,,"Volksschule, Grundbildung"
5972,Lauder Chabad Oberstufenrealgymnasium des Jüdischen Pädagogischen Zentrums Wien,Rabbiner-Schneerson-Platz 1,1020,Wien,01/3341818,,www.lauderchabad.at,,AHS
6015,Volksschule I Wien,Natorpgasse 1,1222,Wien,01/2038314,,ovs-natorpgasse.schule.wien.at,,"Volksschule, Grundbildung"
6024,Volksschule Wien,Zeltgasse 7,1080,Wien,01/4068880,,www.zeltgasse.at,,"Volksschule, Grundbildung"
6046,Volksschule Wien,Tesarekplatz 4,1100,Wien,01/6163260,,tesarekschule.schule.wien.at,,"Volksschule, Grundbildung"
6050,Gastgewerbefachschule des Schulvereins der Wiener Gastwirte Wien,Judenplatz 3-4,1010,Wien,01/5330642,,www.gafa.ac.at,,"WMS und WHS, Sekundarbildung Oberstufe"
6064,"Bundesgymnasium, Bundesrealgymnasium und Bundesoberstufenrealgymnasium Wien",Gerasdorferstraße 103,1210,Wien,01/2947170,,www.elgym.at,,AHS
6077,Neue Mittelschule Wien,Absberggasse 50,1100,Wien,01/6072010,,www.absberggasse.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
6123,Volksschule Wien,Gaullachergasse 49,1160,Wien,01/4060103,,gaullachergasse.schule.wien.at,,"Volksschule, Grundbildung"
6142,Volksschule Wien,Irenäusgasse 2,1210,Wien,01/2923570,,gtvs-irenaeusgasse.schule.wien.at,,"Volksschule, Grundbildung"
6144,Bundesgymnasium Wien,Erlgasse 32-34,1120,Wien,01/8139182,,www.erlgasse.at,,AHS
6148,Allgemeine Sonderschule Wien,Spalowskygasse 5,1060,Wien,01/5979176,,spalowskygasse.schule.wien.at,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
6149,2e Neue Mittelschule St. Franziskus des Schulvereins der Schulschwestern vom III. Orden des hl. Franziskus Wien,Erdbergstraße 70,1030,Wien,01/7135331-47,,www.8ung.at/phs3,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
6153,Volksschule Wien,Herderplatz 1,1110,Wien,01/7497118,,ovsherderplatz.schule.wien.at,,"Volksschule, Grundbildung"
6200,MERIDIAN Bilinguale Volksschule,Himmelstraße 11,1190,Wien,+431907641589,,meridianschool.at,Konstantin Dshajani,
3890,Einjähriger Berufsorientierungslehrgang des Vereins JBBZ,Adalbert Stifter-Straße 18,1200,Wien,01/33106-0,,,,"Polytechnische Schule, SAS, Sekundarbildung Oberstufe"
4124,2e Neue Mittelschule,Große Stadtgutgasse 24,1020,Wien,01/,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
1244,"Bundesgymnasium, Bundesrealgymnasium u. Wirtschaftskundliches Bundesrealgymnasium",Franklinstraße 26,1210,Wien,01/2783455,,www.grg21f26.com,,AHS
161,Neue Mittelschule Wien,Johann-Hoffmann-Platz 19,1120,Wien,01/8154874,,www.nms-joho.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4608,Neue Mittelschule mit Schwerpunkt Informatik Wiesberggasse,Opfermanngasse 1 und Montleartstraße 36,1160,Wien,Direktion: 0676 811 965 597 LZ Opfermanng.: 0676 811 865 596 LZ Montleartstr.: 0676 811 863 676,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2452,Bundesgymnasium Wien,Rosasgasse 1-3,1120,Wien,01/8133248,,www.rosasgasse.at,,AHS
3119,"Außenstelle der Werkmeisterschule für Berufstätige des WIFI der Wirtschaftskammer (Leitung: 918437) Standort: Mollardgasse 87, 1060 Wien Wien",p.A. Währinger Gürtel 97,1180,Wien,01/599160,,,,"TMS und THS, Sekundarbildung Oberstufe"
2823,Austrian International Schools Vienna,Nordbahnanlage 4,1210,Wien,01/6077059,,aisv.at,,"AHS mit NMS, Neue Mittelschule, Volksschule, Sekundarbildung Oberstufe, Kindergarten"
52,Handelsakademie I und Handelsschule I der Wiener Kaufmannschaft Wien,Akademiestraße 12,1010,Wien,01/5058100,,,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
67,Allgemeine Sonderschule Wien,Leopold Ernst-Gasse 37,1170,Wien,01/4852352,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
71,Volksschule Wien,Rohrwassergasse 2,1120,Wien,01/8024447,,,,"Volksschule, Grundbildung"
99,Volksschule Wien,Wendstattgasse 3,1100,Wien,01/6881561,,,,"Volksschule, Grundbildung"
142,Volksschule Wien,Akaziengasse 52-54,1230,Wien,01/691937,,,,"Volksschule, Grundbildung"
154,Volksschule Wien,Brünner Straße 139,1210,Wien,01/2925361,,,,"Volksschule, Grundbildung"
170,Volksschule Wien,Grinzinger Straße 84-88,1190,Wien,01/3701149,,,,"Volksschule, Grundbildung"
176,Neue Mittelschule Wien,Plankenmaisstraße 30,1220,Wien,01/2822167,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
188,Polytechnische Schule Wien,Burggasse 14-16,1070,Wien,01/,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
190,"Volksschule, Hauptschule und Allgemeine Sonderschule Wien",Hackinger Kai 15,1130,Wien,01/8772598,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
191,Volksschule Wien,Braunhubergasse 3,1110,Wien,01/7494166,,,,"Volksschule, Grundbildung"
204,Volks- und Sonderschule für körperbehinderte Kinder Wien,Währinger Straße 173-181,1180,Wien,01/4791176-312,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
258,Volksschule Wien,Berzeliusgasse 2,1210,Wien,01/2923562,,,,"Volksschule, Grundbildung"
292,Volksschule Wien,Steinlechnergasse 5-7,1130,Wien,01/8047719,,,,"Volksschule, Grundbildung"
350,Neue Mittelschule Wien,Kinkplatz 21,1140,Wien,01/9116345,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
351,Volksschule Wien,Windhabergasse 2,1190,Wien,01/3202310,,,,"Volksschule, Grundbildung"
367,2e Neue Praxismittelschule Strebersdorf der Hochschulstiftung der Erzdiözese Wien (921670) Wien,Mayerweckstraße 1,1210,Wien,01/29108-203,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
404,Volksschule Wien,Phorusgasse 4,1040,Wien,01/5866639,,,,"Volksschule, Grundbildung"
467,Neue Mittelschule Wien,Spallartgasse 18,1140,Wien,01/9854551,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
478,Bundesgymnasium und Bundesrealgymnasium Wien,Donauinselplatz,1210,Wien,01/2714097,,,,AHS
500,Allgemeine Sonderschule Wien,Treustraße 9,1200,Wien,01/3304587,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
504,2e Polytechnische Schule des Institutes Neulandschulen Wien,Alfred Wegener Gasse 10-12,1190,Wien,01/3202107,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
506,Volksschule Wien,Wilhelm-Kress-Platz 32,1110,Wien,01/7671007,,,,"Volksschule, Grundbildung"
516,Neue Mittelschule Wien,Steinbauergasse 27,1120,Wien,01/8137580,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
517,Volksschule Wien,Mannagettagasse 1,1190,Wien,01/3202357,,,,"Volksschule, Grundbildung"
604,Neue Mittelschule Wien,Roterdstraße 1,1160,Wien,01/4895399,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
605,2e Volksschule Al Andalus des Vereins Völkerverständigung Wien,Altmannsdorfer Straße 154-156,1230,Wien,01/2312035,,,,"Volksschule, Grundbildung"
608,Volksschule Wien,Ada-Christen-Gasse 9,1100,Wien,01/6883126,,,,"Volksschule, Grundbildung"
674,Volksschule Wien,Lorenz-Mandl-Gasse 58,1160,Wien,01/4939216,,,,"Volksschule, Grundbildung"
690,Volksschule Wien,Corneliusgasse 6,1060,Wien,01/5870123,,,,"Volksschule, Grundbildung"
752,Volksschule Wien,Selzergasse 19,1150,Wien,01/9820706,,,,"Volksschule, Grundbildung"
754,IHL 2er Hochschullehrgang für Islamische Religionspädagogische Weiterbildung Wien,Neustiftgasse 117,1070,Wien,01/78632247,,www.ihl.ac.at,,"Pädagogische Hochschulen, Hochschulen"
768,Volksschule Wien,Ernst-Melchior-Gasse 9,1020,Wien,01/7263178,,,,"Volksschule, Grundbildung"
773,Polytechnische Schule Wien,Dr. Albert-Geßmann-Gasse 32,1210,Wien,01/2926818,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
808,Arabische Schule in Wien (6 - 10jährige Schüler) Wien,Julius Meinl-Gasse 2A,1160,Wien,01/4850414,,,,SAS
815,Hauptschule Wien,Simonsgasse 23,1220,Wien,01/7746291,,,,"Hauptschule, Sekundarbildung Unterstufe"
830,Volksschule der P.P. Piaristen Wien,Wiedner Hauptstraße 82,1040,Wien,01/5871735,,come.to/sankt-thekla,,"Volksschule, Grundbildung"
908,Hauptschule für Körperbehinderte Kinder Wien,Währinger Straße 173-181,1180,Wien,01/4707194,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
944,2e Neue Mittelschule des Schulvereins De La Salle Wien,Anton-Böck-Gasse 20,1210,Wien,01/29125,,www.delasalle.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
967,Volksschule Wien,Klausenburgerstraße 25,1100,Wien,01/6044268,,,,"Volksschule, Grundbildung"
976,Fachschule der Stadt Wien für Mode und Bekleidungstechnik Wien,Siebeneichengasse 17,1150,Wien,01/59916-95290,,,,"WMS und WHS, Sekundarbildung Oberstufe"
1028,Allgemeine Sonderschule Wien,Franklinstraße 27-33,1210,Wien,01/2703168,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
1076,Neue Mittelschule Wien,Loquaiplatz 4,1060,Wien,01/5976298,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
1088,Neue Mittelschule Wien,Veitingergasse 9,1130,Wien,01/8047589,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
1203,Volksschule Wien,Prandaugasse 5,1222,Wien,01/2035890,,,,"Volksschule, Grundbildung"
1218,Volksschule Wien,Laaer-Berg-Straße 170,1100,Wien,01/6884289,,,,"Volksschule, Grundbildung"
1234,Volksschule Wien,Laimäckergasse 17,1100,Wien,01/6041741,,,,"Volksschule, Grundbildung"
1236,Volksschule Wien,Diesterweggasse 30,1140,Wien,01/8946492,,,,"Volksschule, Grundbildung"
1255,Technologisches Gewerbemuseum Höhere technische Bundeslehr- und Versuchsanstalt Wien,Wexstraße 19-23,1200,Wien,01/33126,,www.tgm.ac.at,,"TMS und THS, Sekundarbildung Oberstufe"
1261,Volksschule Wien,Keplerplatz 7,1100,Wien,01/6041536,,,,"Volksschule, Grundbildung"
1283,Volksschule Wien,Mira-Lobe-Weg 4,1220,Wien,01/2581198,,,,"Volksschule, Grundbildung"
1286,Volks- und Hauptschule für Sehbehinderte Kinder Wien,Zinckgasse 12-14,1150,Wien,01/9825191,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
1290,Neue Mittelschule Wien,Florian-Hedorfer-Straße 26,1110,Wien,01/7671373,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
1325,Allgemeine Sonderschule Wien,Steinbrechergasse 6,1220,Wien,01/2036392,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
1485,Volksschule Wien,Reisnerstraße 43,1030,Wien,01/7145154,,,,"Volksschule, Grundbildung"
1566,Volksschule Wien,Leonhard Bernstein-Str. 2 (Donaucity),1220,Wien,01/2636636,,www.mariafrieden-stadlau.at,,"Volksschule, Grundbildung"
1569,2e Neue Mittelschule des Schulvereines Institut Sancta Christiana Wien,Willergasse 55,1230,Wien,01/8884143,,www.stachristiana.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
1585,"Berufsschule für Industrie, Finanzen und Transport Wien",Längenfeldgasse 13-15,1120,Wien,01/59916/95360,,www.bsift.at,,"Berufsschule, Sekundarbildung Oberstufe"
1670,Volksschule I Wien,Dietmayrgasse 3,1200,Wien,01/3329127,,,,"Volksschule, Grundbildung"
1679,Sonderschule für sprachgestörte Kinder Wien,Landstraßer Hauptstraße 146,1030,Wien,01/7185213,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
1689,2e Neue Mittelschule des Instituts Neulandschulen Wien,Alfred-Wegener-Gasse 10,1190,Wien,01/3207309,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
1694,Volksschule Wien,Svetelskystraße 5,1110,Wien,01/7687860,,,,"Volksschule, Grundbildung"
1708,Volksschule Wien,Gassergasse 46,1050,Wien,01/5442582,,,,"Volksschule, Grundbildung"
1723,Volksschule Wien,Klenaugasse 12,1222,Wien,01/2033674,,,,"Volksschule, Grundbildung"
1752,2e Volksschule Lauder Chabad Wien,Rabbiner-Schneerson-Platz 1,1020,Wien,01/3341818,,,,"Volksschule, Grundbildung"
1759,Volksschule II Wien,Spielmanngasse 1,1200,Wien,01/3327151,,,,"Volksschule, Grundbildung"
1775,Volksschule Wien,Rittingergasse 29A,1210,Wien,01/2923625,,,,"Volksschule, Grundbildung"
1790,Volksschule Wien,Dietrichgasse 36,1030,Wien,01/7145703,,,,"Volksschule, Grundbildung"
1799,Volksschule Wien,Neustiftgasse 98-102,1070,Wien,01/5261977,,,,"Volksschule, Grundbildung"
1813,"Berufsschule für Lebensmittel, Touristik und Zahntechnik Wien",Längenfeldgasse 13-15,1120,Wien,01/59916-95341,,,,"Berufsschule, Sekundarbildung Oberstufe"
1845,Volksschule Wien,Svetelskystraße 4-6,1110,Wien,01/7688330,,,,"Volksschule, Grundbildung"
1852,Volksschule Wien,Kreindlgasse 24,1190,Wien,01/3683203,,,,"Volksschule, Grundbildung"
1905,2schule Karl Schubert Schule Wien des Vereins Karl Schubert Schule für Seelenpflege-bedürftige Kinder und Jugendliche in Wien Wien,Kanitzgasse 1-3,1230,Wien,01/8894536-11,,www.karl-schubert-schule.at,,SAS
1932,Allgemeine Sonderschule Wien,Hebbelplatz 1-2,1100,Wien,01/6021149,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2029,Allgemeine Sonderschule und Sonderschule für schwerstbehinderte Kinder der Caritas der Erzdiözese Wien Wien,Gspöttgraben 5,1190,Wien,01/3697680,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2050,Evangelische Volksschule Wien-Leopoldstadt des Verbandes der schulerhaltenden Wiener evangelischen Pfarrgemeinden A.B. (Schulgemeinde) Wien,Nepomukgasse 2,1020,Wien,01/2126701,,www.familienschule.at,,"Volksschule, Grundbildung"
2051,"Volks- und Hauptschule ""Sonderpädagogisches Zentrum für integrative Betreuung"" Wien",Theodor Körner-Gasse 25,1210,Wien,01/3685385,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2053,Volksschule Wien,Georg-Wilhelm-Pabst-Gasse 2,1100,Wien,01/623569,,,,"Volksschule, Grundbildung"
2097,Volksschule Wien,Neilreichgasse 111,1100,Wien,01/6161560,,,,"Volksschule, Grundbildung"
2178,Volksschule Wien,Oskar-Spiel-Gasse 3,1190,Wien,01/3702502,,,,"Volksschule, Grundbildung"
2190,Volksschule Wien,Brioschiweg 3,1220,Wien,01/2562495,,,,"Volksschule, Grundbildung"
2196,Volksschule Wien,Am Kaisermühlendamm 2,1220,Wien,01/,,,,"Volksschule, Grundbildung"
2220,2e Volksschule des Schulvereins De La Salle Wien,Anton-Böck-Gasse 20,1210,Wien,01/29125,,www.delasalle.at,,"Volksschule, Grundbildung"
2295,"Neue Mittelschule Campus ""Hauptbahnhof"" Wien",Gudrunstraße 110,1100,Wien,01/,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2310,Volksschule Wien,Karl-Toldt-Weg 12,1140,Wien,01/9148665,,,,"Volksschule, Grundbildung"
2317,2e Hauptschule Lauder Chabad Wien,Rabbiner-Schneerson-Platz 1,1020,Wien,01/3341818,,,,"Hauptschule, Sekundarbildung Unterstufe"
2331,Sonderschule für schwerstbehinderte Kinder Wien,Leopoldsgasse 3,1020,Wien,01/2147080,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2436,"2e ""Höhere Schule im Spital"" (HIS) des Vereins für ""Individualpsychologie"" Wien",Pezzlgasse 29,1170,Wien,01/4057277,,,,SAS
2449,Volksschule Wien,Auhofstraße 49,1130,Wien,01/8765283,,,,"Volksschule, Grundbildung"
2458,"2e Volksschule für Mädchen des Israelitischen Tempel- und Schulvereins ""Machsike-Hadass"" Wien",Große Stadtgutgasse 24,1020,Wien,01/,,,,"Volksschule, Grundbildung"
2482,Neue Sportmittelschule Wien,Hermann-Broch-Gasse 2,1120,Wien,01/8043347,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2490,Neue Mittelschule Wien,Eibengasse 58,1220,Wien,01/2825814,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2497,Volksschule Wien,Speisinger Straße 44,1130,Wien,01/8046377,,,,"Volksschule, Grundbildung"
2519,Volksschule 2 Wien,Vorgartenstraße 208,1020,Wien,01/7294758,,,,"Volksschule, Grundbildung"
2537,Volksschule Wien,Molitorgasse 11,1110,Wien,01/7491707,,,,"Volksschule, Grundbildung"
2548,Volksschule Wien,Treustraße 53-55,1200,Wien,01/3307561,,,,"Volksschule, Grundbildung"
2577,"Volksschule Campus ""Hauptbahnhof"" Wien",Hlawkagasse 2,1100,Wien,01/,,,,"Volksschule, Grundbildung"
2594,Volksschule Wien,Höfftgasse 7,1110,Wien,01/761747,,,,"Volksschule, Grundbildung"
2647,Volksschule Wien,Stiftgasse 35,1070,Wien,01/5261976,,,,"Volksschule, Grundbildung"
2673,"Volksschule (Darwingasse 14, 1020 Wien) Wien",p.Adresse: Schwarzingergasse 4,1020,Wien,01/2141394,,,,"Volksschule, Grundbildung"
2678,Neue Mittelschule Wien,Knöllgasse 61,1100,Wien,01/6040124,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2706,Islamische Volksschule Wien des Vereins Islamisches Bildungs- und Kulturzentrum - Österreich Wien,Ullmannstraße 63,1150,Wien,01/8922756,,,,"Volksschule, Grundbildung"
2711,2e Neue Mittelschule Sacre Coeur der Schulstiftung der Erzdiözese Wien Wien,Fasangasse 4,1030,Wien,01/7965606,,www.sacre-coeur.at/Mittelschule/Home.aspx,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2725,Volksschule Wien,Scheibenbergstraße 63,1180,Wien,01/4706369,,,,"Volksschule, Grundbildung"
2727,Volksschule Albertus Magnus Schule der Vereinigung von Ordensschulen Österreichs Wien,Semperstraße 45,1180,Wien,01/4791911,,,,"Volksschule, Grundbildung"
