skz,name,street,zip,city,phone,email,website,principal,school_type
310447,H�here technische Bundeslehranstalt Hollabrunn,Anton Ehrenfriedstra�e 10,2020,Hollabrunn,02952/3361-0,htl.hollabrunn@noeschule.at,www.htl-hl.ac.at,,Technická odborná škola
310457,Priv. H�here technische Lehranstalt f�r Lebensmitteltechnologie Hollabrunn,Anton Ehrenfriedstra�e 10,2020,Hollabrunn,02952/3361-200,htl-lt.hollabrunn@noeschule.at,,,Technická odborná škola
311016,"Bundesgymnasium, Bundesaufbaugymnasium und Bundesaufbaurealgymnasium Horn",Puechhaimgasse 21,3580,Horn,02982/2347-0,bg.horn@noeschule.at,www.bghorn.ac.at,,Gymnázium
311025,Landesberufsschule Eggenburg,Siegfried Marcus-Stra�e 2,3730,Eggenburg,02984/2500,office@lbseggenburg.ac.at,www.lbseggenburg.ac.at,,Učiliště
311045,Landesberufsschule Geras,Am  Goggitschberg 5,2093,Geras,02912/591,lbsdirektion@lbsgeras.ac.at,www.lbsgeras.ac.at,,Učiliště
312015,Berufsschule Korneuburg,Stockerauer Stra�e 80,2100,Korneuburg,02262/64097 (DW 10 od. 12),direktion@lbskorneuburg.ac.at,www.lbskorneuburg.ac.at,,Učiliště
312016,Bundesgymnasium und Bundesrealgymnasium Stockerau,Unter den Linden 16,2000,Stockerau,02266/62143-0,bg.stockerau@noeschule.at,www.bgstockerau.ac.at,,Gymnázium
312025,Landesberufsschule Eggenburg - Standort Stockerau,Weg zur Marienh�he 3,2000,Stockerau,02266/63401,direktion@lbsstockerau-2.ac.at,www.lbseggenburg-stockerau.ac.at,,Učiliště
312026,Bundesgymnasium und Bundesrealgymnasium,Liese-Prokop-Stra�e 1,2100,Korneuburg,02262/90400,gym.korneuburg@noeschule.at,,,Gymnázium
312035,Landesberufsschule Stockerau,Brodschildstra�e 20,2000,Stockerau,02266/62158,office@lbsstockerau.ac.at,www.lbsstockerau.ac.at,,Učiliště
313015,Landesberufsschule Langenlois,Walterstra�e 35,3550,Langenlois,02734/2502,direktion@lbslangenlois.ac.at,www.lbslangenlois.ac.at,,Učiliště
313437,"Werkmeisterschule f�r Berufst�tige des WIFI der Kammer der gewerblichen Wirtschaft f�r N�, Langenlois","Schloss Haindorf, Krump�ckallee 21",3550,Langenlois,,wms.langenlois@noeschule.at,,,Technická odborná škola
314015,Landesberufsschule Lilienfeld,Berghofstra�e 14-26,3180,Lilienfeld,02762/54670,direktion@lbslilienfeld.ac.at,www.lbslilienfeld.ac.at,,Učiliště
314016,Bundesgymnasium und Bundesrealgymnasium Lilienfeld,Klosterrotte 1,3180,Lilienfeld,02762/52380-0,bg.lilienfeld@noeschule.at,www.bglilienfeld.ac.at,,Gymnázium
315015,Landesberufsschule P�chlarn,Plesserstra�e 1,3380,P�chlarn,02757/2634,holz.it@lbspoechlarn.ac.at,www.lbspoechlarn.ac.at,,Učiliště
315016,"�ffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner, Melk",Abt Berthold Dietmayr-Stra�e 1,3390,Melk,02752/555-411,gym.melk@noeschule.at,www.gymmelk.ac.at,,Gymnázium
315437,"Meisterklasse f�r Tischlerei, P�chlarn",Oskar Kokoschka Stra�e 5,3380,P�chlarn,02757/7690,ms.poechlarn@noeschule.at,www.meisterschule-tischler.at,,Technická odborná škola
315467,H�here technische Lehranstalt der Stadtgemeinde Ybbs/Donau,Schulring 6,3370,Ybbs/Donau,07412/52575-511,htl.ybbs@noeschule.at,www.sz-ybbs.ac.at,,Technická odborná škola
316015,Landesberufsschule Laa/Thaya,Wehrg�rten 3,2136,Laa/Thaya,02522/2304,direktion@lbslaa-thaya.ac.at,www.lbslaa-thaya.ac.at,,Učiliště
316016,Bundesgymnasium und Bundesrealgymnasium Laa/Thaya,Martin Wachter-Platz 6,2136,Laa/Thaya,02522/2401-0,bg.laa-thaya@noeschule.at,www.bglaa.ac.at,,Gymnázium
316025,Landesberufsschule Mistelbach,Conrad von H�tzendorf-Platz 2,2130,Mistelbach,02572/2369,direktion@lbsmistelbach.ac.at,www.lbsmistelbach.ac.at,,Učiliště
316036,Bundesgymnasium und Bundesrealgymnasium Wolkersdorf,Withalmstra�e 14,2120,Wolkersdorf,02245/82555,bg.wolkersdorf@noeschule.at,www.ahs-wolkersdorf.at,,Gymnázium
301016,"Bundesgymnasium und Bundesrealgymnasium Krems, Piaristengasse",Piaristengasse 2,3500,Krems/Donau,02732/83300-0,bg.krems-piaristen@noeschule.at,www.piakrems.ac.at,,Gymnázium
316437,"Werkmeisterschule f�r Berufst�tige des WIFI der Wirtschaftskammer f�r N�, Mistelbach",Pater Helde Stra�e 19,2130,Mistelbach,,wms.mistelbach@noeschule.at,,,Technická odborná škola
317016,"Bundesgymnasium M�dling, Untere Bachgasse",Untere Bachgasse 8,2340,M�dling,02236/22511,bg.moedling-bach@noeschule.at,www.bgmoedling-bach.ac.at,,Gymnázium
317026,"Bundesgymnasium und Bundesrealgymnasium M�dling, Keimgasse",Franz Keim-Gasse 3,2340,M�dling,02236/24244-0,bg.moedling-keim@noeschule.at,www.bgmoedling-keim.ac.at,,Gymnázium
317036,Bundesgymnasium und Bundesrealgymnasium Perchtoldsdorf,Roseggergasse 2-4,2380,Perchtoldsdorf,01/8694728-0,bg.perchtoldsdorf@noeschule.at,www.bgperchtoldsdorf.ac.at,,Gymnázium
317046,"Bundesrealgymnasium unter bes. Ber�cksichtigung d. sportlichen Ausbildung, Maria Enzersdorf",Giessh�bler Stra�e 37,2344,Maria Enzersdorf,02236/46742-0,brg.maria-enzersdorf@noeschule.at,www.sportgymnasium.at,,Gymnázium
316417,H�here technische Lehranstalt f�r Elektronik Mistelbach,Karl Katschthaler-Str. 2,2130,Mistelbach,02572/32036,htl.mistelbach@noeschule.at,www.htlmistelbach.ac.at,,Technická odborná škola
318015,Landesberufsschule Neunkirchen,Triester Stra�e 67,2620,Neunkirchen,02635/65386,office@lbsneunkirchen.ac.at,www.lbsneunkirchen.ac.at,,Učiliště
318016,Bundesgymnasium und Bundesrealgymnasium Neunkirchen,Otto Gl�ckel-Weg 2,2620,Neunkirchen,02635/62674-0,bg.neunkirchen@noeschule.at,www.bgneunkirchen.ac.at,,Gymnázium
318025,Bundesberufsschule Gerasdorf,Puchberger Stra�e 1-2,2731,Gerasdorf/Steinfeld,02638/77431-630,318025@aon.at,,,Učiliště
318026,Gymnasium und Realgymnasium Sachsenbrunn,Au�en 52,2880,Kirchberg/Wechsel,02641/2202,gym.sachsenbrunn@noeschule.at,www.sachsenbrunn.at,,Gymnázium
318427,"Werkmeisterschule f�r Berufst�tige des WIFI der Kammer der gewerblichen Wirtschaft f�r N�, Neunkirchen",Triesterstra�e 63,2620,Neunkirchen,,wms.neunkirchen@noeschule.at,,,Technická odborná škola
320026,Bundesgymnasium und Bundesrealgymnasium Wieselburg,Erlaufpromenade 1,3250,Wieselburg/Erlauf,07416/52455-0,bg.wieselburg@noeschule.at,www.bgwieselburg.ac.at,,Gymnázium
321016,Bundesgymnasium und Bundesrealgymnasium Tulln,Donaul�nde 72,3430,Tulln,02272/66227,bg.tulln@noeschule.at,www.bgtulln.ac.at,,Gymnázium
321427,Bundesfachschule f�r Flugtechnik Langenlebarn,Fliegerhorst,3425,Langenlebarn,050201 3229902,bfs.langenlebarn@noeschule.at,www.flugtechnik.at,,Technická odborná škola
322015,Bundesberufsschule f�r Uhrmacher Karlstein,Raabser Stra�e 23,3822,Karlstein,02844/202,322015@noeschule.at,,,Učiliště
322016,Bundesgymnasium und Bundesrealgymnasium Waidhofen/Thaya,Gymnasiumstra�e 1,3830,Waidhofen/Thaya,02842/52554-0,bg.waidhofen-thaya@noeschule.at,www.gymwt.at,,Gymnázium
322417,H�here technische Bundeslehranstalt Karlstein,Raabser Stra�e 23,3822,Karlstein,02844/202,htl.karlstein@noeschule.at,www.htl-karlstein.ac.at,,Technická odborná škola
323016,"Gymnasium und Oberstufenrealgymnasium Klemens Maria Hofbauer, Katzelsdorf",Eichb�chlerstra�e 97,2801,Katzelsdorf,02622/78 402-0,gym.katzelsdorf@noeschule.at,,,Gymnázium
323025,Landesberufsschule Waldegg,Hauptstra�e 41,2754,Waldegg/Piesting,02633/42278,office@lbswaldegg.ac.at,www.lbswaldegg,,Učiliště
323035,Landesberufsschule Theresienfeld,Grazer Stra�e 24,2604,Theresienfeld,02622/71283,direktion@lbstheresienfeld.ac.at,www.lbstheresienfeld.ac.at,,Učiliště
324016,Bundesgymnasium und Bundesrealgymnasium Klosterneuburg,Buchberggasse 31,3400,Klosterneuburg,02243/32155-0,bg.klosterneuburg@noeschule.at,www.bgklosterneuburg.ac.at,,Gymnázium
324026,"Gymnasium u. Realgymnasium des Institutes Sacre Coeur, Pressbaum",Klostergasse 12,3021,Pressbaum,02233/52427-210,gym.pressbaum@noeschule.at,www.sacre-coeur.org,,Gymnázium
324036,Bundesgymnasium und Bundesrealgymnasium Schwechat,Ehrenbrunngasse 6,2320,Schwechat,01/7078494-0,bg.schwechat@noeschule.at,www.bgschwechat.ac.at,,Gymnázium
324046,Bundesgymnasium und Bundesrealgymnasium Purkersdorf,Herrengasse 4,3002,Purkersdorf,02231/61304-0,gym.purkersdorf@noeschule.at,www.gympurkersdorf.ac.at,,Gymnázium
324417,Private H�here Lehranstalt f�r BT f�r Informationstechnologie und Kolleg f�r BT f�r Informationstechnologie der Stadtgemeinde Schwechat,"Am Concorde Park 2,Geb�ude F",2320,Schwechat,,hlt.schwechat@noeschule.at,,,Technická odborná škola
325016,Bundesgymnasium und Bundesrealgymnasium Zwettl,Gymnasiumstra�e 1,3910,Zwettl,02822/52324-0,bg.zwettl@noeschule.at,www.gymnasium-zwettl.ac.at,,Gymnázium
302025,Private Berufsschule der �BB-Shared Service Center GMBH,Werkst�ttenstra�e 17,3100,St. P�lten,,,,,Učiliště
308036,Expositur Gro�-Enzersdorf des BG G�nserndorf,Freiherr-von-Smola-Stra�e 3,2301,Gro�-Enzersdorf,02249 / 28451,exp.bg.gaenserndorf@noeschule.at,,,Gymnázium
317437,H�here technische Bundeslehr- und Versuchsanstalt M�dling,Technikerstra�e 1-5,2340,M�dling,02236/408-0,htl.moedling@noeschule.at,htl.moedling.at,,Technická odborná škola
310016,Bundesgymnasium und Bundesrealgymnasium Hollabrunn,Reucklstra�e 9,2020,Hollabrunn,02952/2628-0,bg.hollabrunn@noeschule.at,www.bghollabrunn.ac.at,,Gymnázium
310026,Erzbisch�fliches Realgymnasium und Aufbaugymnasium Hollabrunn,Kirchenplatz 2,2020,Hollabrunn,02952/4421-0,gym.hollabrunn@noeschule.at,www.ebgymhollabrunn.ac.at,,Gymnázium
